"Step","tracer_ema_up_freq_1 - Teacher_teacher_student_accuracy_diff_combined","tracer_ema_up_freq_1 - Teacher_teacher_student_accuracy_diff_combined__MIN","tracer_ema_up_freq_1 - Teacher_teacher_student_accuracy_diff_combined__MAX","tracer_ema_up_freq_500 - Teacher_teacher_student_accuracy_diff_combined","tracer_ema_up_freq_500 - Teacher_teacher_student_accuracy_diff_combined__MIN","tracer_ema_up_freq_500 - Teacher_teacher_student_accuracy_diff_combined__MAX","tracer_bma_up_freq_2500 - Teacher_teacher_student_accuracy_diff_combined","tracer_bma_up_freq_2500 - Teacher_teacher_student_accuracy_diff_combined__MIN","tracer_bma_up_freq_2500 - Teacher_teacher_student_accuracy_diff_combined__MAX","tracer_bma_up_freq_1000 - Teacher_teacher_student_accuracy_diff_combined","tracer_bma_up_freq_1000 - Teacher_teacher_student_accuracy_diff_combined__MIN","tracer_bma_up_freq_1000 - Teacher_teacher_student_accuracy_diff_combined__MAX","tracer_bma_up_freq_500 - Teacher_teacher_student_accuracy_diff_combined","tracer_bma_up_freq_500 - Teacher_teacher_student_accuracy_diff_combined__MIN","tracer_bma_up_freq_500 - Teacher_teacher_student_accuracy_diff_combined__MAX","tracer_beta_1.5 - Teacher_teacher_student_accuracy_diff_combined","tracer_beta_1.5 - Teacher_teacher_student_accuracy_diff_combined__MIN","tracer_beta_1.5 - Teacher_teacher_student_accuracy_diff_combined__MAX","tracer_bma_up_freq_50 - Teacher_teacher_student_accuracy_diff_combined","tracer_bma_up_freq_50 - Teacher_teacher_student_accuracy_diff_combined__MIN","tracer_bma_up_freq_50 - Teacher_teacher_student_accuracy_diff_combined__MAX","tracer_beta_1.0 - Teacher_teacher_student_accuracy_diff_combined","tracer_beta_1.0 - Teacher_teacher_student_accuracy_diff_combined__MIN","tracer_beta_1.0 - Teacher_teacher_student_accuracy_diff_combined__MAX","tracer_bma_up_freq_5 - Teacher_teacher_student_accuracy_diff_combined","tracer_bma_up_freq_5 - Teacher_teacher_student_accuracy_diff_combined__MIN","tracer_bma_up_freq_5 - Teacher_teacher_student_accuracy_diff_combined__MAX","tracer_beta_0.2 - Teacher_teacher_student_accuracy_diff_combined","tracer_beta_0.2 - Teacher_teacher_student_accuracy_diff_combined__MIN","tracer_beta_0.2 - Teacher_teacher_student_accuracy_diff_combined__MAX"
"43","0","0","0","-0.080078125","-0.080078125","-0.080078125","-0.080078125","-0.080078125","-0.080078125","-0.080078125","-0.080078125","-0.080078125","-0.080078125","-0.080078125","-0.080078125","-0.0146484375","-0.0146484375","-0.0146484375","-0.064453125","-0.064453125","-0.064453125","-0.0263671875","-0.0263671875","-0.0263671875","-0.0458984375","-0.0458984375","-0.0458984375","-0.0693359375","-0.0693359375","-0.0693359375"
"44","-0.0009765625","-0.0009765625","-0.0009765625","-0.06640625","-0.06640625","-0.06640625","-0.076171875","-0.076171875","-0.076171875","-0.076171875","-0.076171875","-0.076171875","-0.076171875","-0.076171875","-0.076171875","-0.0126953125","-0.0126953125","-0.0126953125","-0.060546875","-0.060546875","-0.060546875","-0.033203125","-0.033203125","-0.033203125","-0.0439453125","-0.0439453125","-0.0439453125","-0.0654296875","-0.0654296875","-0.0654296875"
"45","0.005859375","0.005859375","0.005859375","-0.076171875","-0.076171875","-0.076171875","-0.0771484375","-0.0771484375","-0.0771484375","-0.0771484375","-0.0771484375","-0.0771484375","-0.0771484375","-0.0771484375","-0.0771484375","-0.017578125","-0.017578125","-0.017578125","-0.0517578125","-0.0517578125","-0.0517578125","-0.0234375","-0.0234375","-0.0234375","-0.0390625","-0.0390625","-0.0390625","-0.0517578125","-0.0517578125","-0.0517578125"
"46","-0.00390625","-0.00390625","-0.00390625","-0.0947265625","-0.0947265625","-0.0947265625","-0.09765625","-0.09765625","-0.09765625","-0.09765625","-0.09765625","-0.09765625","-0.09765625","-0.09765625","-0.09765625","-0.013671875","-0.013671875","-0.013671875","-0.0654296875","-0.0654296875","-0.0654296875","-0.0263671875","-0.0263671875","-0.0263671875","-0.0478515625","-0.0478515625","-0.0478515625","-0.0625","-0.0625","-0.0625"
"47","0","0","0","-0.08203125","-0.08203125","-0.08203125","-0.078125","-0.078125","-0.078125","-0.078125","-0.078125","-0.078125","-0.078125","-0.078125","-0.078125","-0.017578125","-0.017578125","-0.017578125","-0.0576171875","-0.0576171875","-0.0576171875","-0.0283203125","-0.0283203125","-0.0283203125","-0.0478515625","-0.0478515625","-0.0478515625","-0.0576171875","-0.0576171875","-0.0576171875"
"48","0.0009765625","0.0009765625","0.0009765625","-0.0478515625","-0.0478515625","-0.0478515625","-0.05078125","-0.05078125","-0.05078125","-0.05078125","-0.05078125","-0.05078125","-0.05078125","-0.05078125","-0.05078125","0.0068359375","0.0068359375","0.0068359375","-0.029296875","-0.029296875","-0.029296875","-0.01171875","-0.01171875","-0.01171875","-0.0185546875","-0.0185546875","-0.0185546875","-0.033203125","-0.033203125","-0.033203125"
"49","-0.001953125","-0.001953125","-0.001953125","-0.1005859375","-0.1005859375","-0.1005859375","-0.0986328125","-0.0986328125","-0.0986328125","-0.0986328125","-0.0986328125","-0.0986328125","-0.0986328125","-0.0986328125","-0.0986328125","-0.025390625","-0.025390625","-0.025390625","-0.0810546875","-0.0810546875","-0.0810546875","-0.015625","-0.015625","-0.015625","-0.0615234375","-0.0615234375","-0.0615234375","-0.072265625","-0.072265625","-0.072265625"
"50","-0.0029296875","-0.0029296875","-0.0029296875","-0.0703125","-0.0703125","-0.0703125","-0.08203125","-0.08203125","-0.08203125","-0.08203125","-0.08203125","-0.08203125","-0.08203125","-0.08203125","-0.08203125","-0.01953125","-0.01953125","-0.01953125","-0.05078125","-0.05078125","-0.05078125","-0.03125","-0.03125","-0.03125","-0.0546875","-0.0546875","-0.0546875","-0.05859375","-0.05859375","-0.05859375"
"51","-0.0029296875","-0.0029296875","-0.0029296875","-0.091796875","-0.091796875","-0.091796875","-0.091796875","-0.091796875","-0.091796875","-0.091796875","-0.091796875","-0.091796875","-0.091796875","-0.091796875","-0.091796875","-0.0166015625","-0.0166015625","-0.0166015625","-0.05859375","-0.05859375","-0.05859375","-0.0390625","-0.0390625","-0.0390625","-0.037109375","-0.037109375","-0.037109375","-0.056640625","-0.056640625","-0.056640625"
"52","-0.00390625","-0.00390625","-0.00390625","-0.078125","-0.078125","-0.078125","-0.0751953125","-0.0751953125","-0.0751953125","-0.0751953125","-0.0751953125","-0.0751953125","-0.0751953125","-0.0751953125","-0.0751953125","-0.0107421875","-0.0107421875","-0.0107421875","-0.06640625","-0.06640625","-0.06640625","-0.0390625","-0.0390625","-0.0390625","-0.0615234375","-0.0615234375","-0.0615234375","-0.0703125","-0.0703125","-0.0703125"
"53","-0.001953125","-0.001953125","-0.001953125","-0.099609375","-0.099609375","-0.099609375","-0.103515625","-0.103515625","-0.103515625","-0.103515625","-0.103515625","-0.103515625","-0.103515625","-0.103515625","-0.103515625","-0.0126953125","-0.0126953125","-0.0126953125","-0.068359375","-0.068359375","-0.068359375","-0.025390625","-0.025390625","-0.025390625","-0.05078125","-0.05078125","-0.05078125","-0.0732421875","-0.0732421875","-0.0732421875"
"54","0.0029296875","0.0029296875","0.0029296875","-0.0703125","-0.0703125","-0.0703125","-0.0810546875","-0.0810546875","-0.0810546875","-0.0810546875","-0.0810546875","-0.0810546875","-0.0810546875","-0.0810546875","-0.0810546875","-0.0234375","-0.0234375","-0.0234375","-0.0546875","-0.0546875","-0.0546875","-0.0205078125","-0.0205078125","-0.0205078125","-0.0478515625","-0.0478515625","-0.0478515625","-0.072265625","-0.072265625","-0.072265625"
"55","-0.00390625","-0.00390625","-0.00390625","-0.09375","-0.09375","-0.09375","-0.0966796875","-0.0966796875","-0.0966796875","-0.0966796875","-0.0966796875","-0.0966796875","-0.0966796875","-0.0966796875","-0.0966796875","-0.0185546875","-0.0185546875","-0.0185546875","-0.0732421875","-0.0732421875","-0.0732421875","-0.0283203125","-0.0283203125","-0.0283203125","-0.0537109375","-0.0537109375","-0.0537109375","-0.0703125","-0.0703125","-0.0703125"
"56","0","0","0","-0.087890625","-0.087890625","-0.087890625","-0.08203125","-0.08203125","-0.08203125","-0.08203125","-0.08203125","-0.08203125","-0.08203125","-0.08203125","-0.08203125","-0.029296875","-0.029296875","-0.029296875","-0.0595703125","-0.0595703125","-0.0595703125","-0.0224609375","-0.0224609375","-0.0224609375","-0.0380859375","-0.0380859375","-0.0380859375","-0.0634765625","-0.0634765625","-0.0634765625"
"57","0.001953125","0.001953125","0.001953125","-0.083984375","-0.083984375","-0.083984375","-0.080078125","-0.080078125","-0.080078125","-0.080078125","-0.080078125","-0.080078125","-0.080078125","-0.080078125","-0.080078125","-0.0126953125","-0.0126953125","-0.0126953125","-0.052734375","-0.052734375","-0.052734375","-0.02734375","-0.02734375","-0.02734375","-0.0390625","-0.0390625","-0.0390625","-0.046875","-0.046875","-0.046875"
"58","0.001953125","0.001953125","0.001953125","-0.08984375","-0.08984375","-0.08984375","-0.08984375","-0.08984375","-0.08984375","-0.08984375","-0.08984375","-0.08984375","-0.08984375","-0.08984375","-0.08984375","-0.01171875","-0.01171875","-0.01171875","-0.06640625","-0.06640625","-0.06640625","-0.0234375","-0.0234375","-0.0234375","-0.0458984375","-0.0458984375","-0.0458984375","-0.0693359375","-0.0693359375","-0.0693359375"
"59","0.0029296875","0.0029296875","0.0029296875","-0.0771484375","-0.0771484375","-0.0771484375","-0.0771484375","-0.0771484375","-0.0771484375","-0.0771484375","-0.0771484375","-0.0771484375","-0.0771484375","-0.0771484375","-0.0771484375","-0.0205078125","-0.0205078125","-0.0205078125","-0.0517578125","-0.0517578125","-0.0517578125","-0.0263671875","-0.0263671875","-0.0263671875","-0.03515625","-0.03515625","-0.03515625","-0.0595703125","-0.0595703125","-0.0595703125"
"60","0.0009765625","0.0009765625","0.0009765625","-0.1240234375","-0.1240234375","-0.1240234375","-0.134765625","-0.134765625","-0.134765625","-0.134765625","-0.134765625","-0.134765625","-0.134765625","-0.134765625","-0.134765625","-0.0224609375","-0.0224609375","-0.0224609375","-0.0849609375","-0.0849609375","-0.0849609375","-0.025390625","-0.025390625","-0.025390625","-0.072265625","-0.072265625","-0.072265625","-0.08984375","-0.08984375","-0.08984375"
"61","0","0","0","-0.0859375","-0.0859375","-0.0859375","-0.087890625","-0.087890625","-0.087890625","-0.087890625","-0.087890625","-0.087890625","-0.087890625","-0.087890625","-0.087890625","-0.01171875","-0.01171875","-0.01171875","-0.0498046875","-0.0498046875","-0.0498046875","-0.0185546875","-0.0185546875","-0.0185546875","-0.0439453125","-0.0439453125","-0.0439453125","-0.060546875","-0.060546875","-0.060546875"
"62","0.0009765625","0.0009765625","0.0009765625","-0.076171875","-0.076171875","-0.076171875","-0.08984375","-0.08984375","-0.08984375","-0.08984375","-0.08984375","-0.08984375","-0.08984375","-0.08984375","-0.08984375","-0.013671875","-0.013671875","-0.013671875","-0.060546875","-0.060546875","-0.060546875","-0.021484375","-0.021484375","-0.021484375","-0.0439453125","-0.0439453125","-0.0439453125","-0.0654296875","-0.0654296875","-0.0654296875"
"63","0.0048828125","0.0048828125","0.0048828125","-0.099609375","-0.099609375","-0.099609375","-0.1015625","-0.1015625","-0.1015625","-0.1015625","-0.1015625","-0.1015625","-0.1015625","-0.1015625","-0.1015625","-0.0224609375","-0.0224609375","-0.0224609375","-0.0615234375","-0.0615234375","-0.0615234375","-0.029296875","-0.029296875","-0.029296875","-0.0478515625","-0.0478515625","-0.0478515625","-0.068359375","-0.068359375","-0.068359375"
"64","-0.0048828125","-0.0048828125","-0.0048828125","-0.08984375","-0.08984375","-0.08984375","-0.0908203125","-0.0908203125","-0.0908203125","-0.0908203125","-0.0908203125","-0.0908203125","-0.0908203125","-0.0908203125","-0.0908203125","-0.001953125","-0.001953125","-0.001953125","-0.052734375","-0.052734375","-0.052734375","-0.0244140625","-0.0244140625","-0.0244140625","-0.0498046875","-0.0498046875","-0.0498046875","-0.05859375","-0.05859375","-0.05859375"
"65","-0.00390625","-0.00390625","-0.00390625","-0.1064453125","-0.1064453125","-0.1064453125","-0.1103515625","-0.1103515625","-0.1103515625","-0.1103515625","-0.1103515625","-0.1103515625","-0.1103515625","-0.1103515625","-0.1103515625","-0.013671875","-0.013671875","-0.013671875","-0.0732421875","-0.0732421875","-0.0732421875","-0.021484375","-0.021484375","-0.021484375","-0.0517578125","-0.0517578125","-0.0517578125","-0.076171875","-0.076171875","-0.076171875"
"66","0.00390625","0.00390625","0.00390625","-0.1015625","-0.1015625","-0.1015625","-0.1064453125","-0.1064453125","-0.1064453125","-0.1064453125","-0.1064453125","-0.1064453125","-0.1064453125","-0.1064453125","-0.1064453125","-0.021484375","-0.021484375","-0.021484375","-0.0654296875","-0.0654296875","-0.0654296875","-0.037109375","-0.037109375","-0.037109375","-0.0576171875","-0.0576171875","-0.0576171875","-0.0791015625","-0.0791015625","-0.0791015625"
"67","-0.001953125","-0.001953125","-0.001953125","-0.0859375","-0.0859375","-0.0859375","-0.0908203125","-0.0908203125","-0.0908203125","-0.0908203125","-0.0908203125","-0.0908203125","-0.0908203125","-0.0908203125","-0.0908203125","-0.0146484375","-0.0146484375","-0.0146484375","-0.060546875","-0.060546875","-0.060546875","-0.0234375","-0.0234375","-0.0234375","-0.05078125","-0.05078125","-0.05078125","-0.064453125","-0.064453125","-0.064453125"
"68","-0.0029296875","-0.0029296875","-0.0029296875","-0.095703125","-0.095703125","-0.095703125","-0.0966796875","-0.0966796875","-0.0966796875","-0.0966796875","-0.0966796875","-0.0966796875","-0.0966796875","-0.0966796875","-0.0966796875","-0.0078125","-0.0078125","-0.0078125","-0.0517578125","-0.0517578125","-0.0517578125","-0.0146484375","-0.0146484375","-0.0146484375","-0.033203125","-0.033203125","-0.033203125","-0.06640625","-0.06640625","-0.06640625"
"69","-0.0009765625","-0.0009765625","-0.0009765625","-0.10546875","-0.10546875","-0.10546875","-0.10546875","-0.10546875","-0.10546875","-0.10546875","-0.10546875","-0.10546875","-0.10546875","-0.10546875","-0.10546875","-0.0029296875","-0.0029296875","-0.0029296875","-0.060546875","-0.060546875","-0.060546875","-0.0263671875","-0.0263671875","-0.0263671875","-0.0439453125","-0.0439453125","-0.0439453125","-0.0625","-0.0625","-0.0625"
"70","0.001953125","0.001953125","0.001953125","-0.0947265625","-0.0947265625","-0.0947265625","-0.0986328125","-0.0986328125","-0.0986328125","-0.0986328125","-0.0986328125","-0.0986328125","-0.0986328125","-0.0986328125","-0.0986328125","-0.0234375","-0.0234375","-0.0234375","-0.064453125","-0.064453125","-0.064453125","-0.0244140625","-0.0244140625","-0.0244140625","-0.046875","-0.046875","-0.046875","-0.068359375","-0.068359375","-0.068359375"
"71","-0.001953125","-0.001953125","-0.001953125","-0.0927734375","-0.0927734375","-0.0927734375","-0.0908203125","-0.0908203125","-0.0908203125","-0.0908203125","-0.0908203125","-0.0908203125","-0.0908203125","-0.0908203125","-0.0908203125","-0.0126953125","-0.0126953125","-0.0126953125","-0.052734375","-0.052734375","-0.052734375","-0.013671875","-0.013671875","-0.013671875","-0.05078125","-0.05078125","-0.05078125","-0.05859375","-0.05859375","-0.05859375"
"72","-0.0009765625","-0.0009765625","-0.0009765625","-0.0966796875","-0.0966796875","-0.0966796875","-0.1005859375","-0.1005859375","-0.1005859375","-0.1005859375","-0.1005859375","-0.1005859375","-0.1005859375","-0.1005859375","-0.1005859375","-0.0166015625","-0.0166015625","-0.0166015625","-0.0810546875","-0.0810546875","-0.0810546875","-0.0322265625","-0.0322265625","-0.0322265625","-0.0625","-0.0625","-0.0625","-0.080078125","-0.080078125","-0.080078125"
"73","-0.0009765625","-0.0009765625","-0.0009765625","-0.099609375","-0.099609375","-0.099609375","-0.1064453125","-0.1064453125","-0.1064453125","-0.1064453125","-0.1064453125","-0.1064453125","-0.1064453125","-0.1064453125","-0.1064453125","-0.0087890625","-0.0087890625","-0.0087890625","-0.0615234375","-0.0615234375","-0.0615234375","-0.0361328125","-0.0361328125","-0.0361328125","-0.0546875","-0.0546875","-0.0546875","-0.0673828125","-0.0673828125","-0.0673828125"
"74","0","0","0","-0.0810546875","-0.0810546875","-0.0810546875","-0.0869140625","-0.0869140625","-0.0869140625","-0.0869140625","-0.0869140625","-0.0869140625","-0.0869140625","-0.0869140625","-0.0869140625","-0.0078125","-0.0078125","-0.0078125","-0.052734375","-0.052734375","-0.052734375","-0.02734375","-0.02734375","-0.02734375","-0.044921875","-0.044921875","-0.044921875","-0.0546875","-0.0546875","-0.0546875"
"75","0.005859375","0.005859375","0.005859375","-0.09765625","-0.09765625","-0.09765625","-0.1044921875","-0.1044921875","-0.1044921875","-0.1044921875","-0.1044921875","-0.1044921875","-0.1044921875","-0.1044921875","-0.1044921875","-0.0107421875","-0.0107421875","-0.0107421875","-0.0703125","-0.0703125","-0.0703125","-0.0302734375","-0.0302734375","-0.0302734375","-0.0537109375","-0.0537109375","-0.0537109375","-0.087890625","-0.087890625","-0.087890625"
"76","0.0048828125","0.0048828125","0.0048828125","-0.080078125","-0.080078125","-0.080078125","-0.08203125","-0.08203125","-0.08203125","-0.08203125","-0.08203125","-0.08203125","-0.08203125","-0.08203125","-0.08203125","-0.005859375","-0.005859375","-0.005859375","-0.048828125","-0.048828125","-0.048828125","-0.0107421875","-0.0107421875","-0.0107421875","-0.04296875","-0.04296875","-0.04296875","-0.0498046875","-0.0498046875","-0.0498046875"
"77","-0.0048828125","-0.0048828125","-0.0048828125","-0.1083984375","-0.1083984375","-0.1083984375","-0.107421875","-0.107421875","-0.107421875","-0.107421875","-0.107421875","-0.107421875","-0.107421875","-0.107421875","-0.107421875","-0.0390625","-0.0390625","-0.0390625","-0.0791015625","-0.0791015625","-0.0791015625","-0.0390625","-0.0390625","-0.0390625","-0.0537109375","-0.0537109375","-0.0537109375","-0.091796875","-0.091796875","-0.091796875"
"78","-0.0048828125","-0.0048828125","-0.0048828125","-0.12890625","-0.12890625","-0.12890625","-0.1337890625","-0.1337890625","-0.1337890625","-0.1337890625","-0.1337890625","-0.1337890625","-0.1337890625","-0.1337890625","-0.1337890625","-0.00390625","-0.00390625","-0.00390625","-0.0673828125","-0.0673828125","-0.0673828125","-0.0185546875","-0.0185546875","-0.0185546875","-0.037109375","-0.037109375","-0.037109375","-0.080078125","-0.080078125","-0.080078125"
"79","0.001953125","0.001953125","0.001953125","-0.11328125","-0.11328125","-0.11328125","-0.11328125","-0.11328125","-0.11328125","-0.11328125","-0.11328125","-0.11328125","-0.11328125","-0.11328125","-0.11328125","-0.0146484375","-0.0146484375","-0.0146484375","-0.08203125","-0.08203125","-0.08203125","-0.0166015625","-0.0166015625","-0.0166015625","-0.0478515625","-0.0478515625","-0.0478515625","-0.08203125","-0.08203125","-0.08203125"
"80","0.0009765625","0.0009765625","0.0009765625","-0.072265625","-0.072265625","-0.072265625","-0.076171875","-0.076171875","-0.076171875","-0.076171875","-0.076171875","-0.076171875","-0.076171875","-0.076171875","-0.076171875","-0.0107421875","-0.0107421875","-0.0107421875","-0.0458984375","-0.0458984375","-0.0458984375","-0.0048828125","-0.0048828125","-0.0048828125","-0.0341796875","-0.0341796875","-0.0341796875","-0.0595703125","-0.0595703125","-0.0595703125"
"81","-0.001953125","-0.001953125","-0.001953125","-0.1015625","-0.1015625","-0.1015625","-0.1015625","-0.1015625","-0.1015625","-0.1015625","-0.1015625","-0.1015625","-0.1015625","-0.1015625","-0.1015625","-0.013671875","-0.013671875","-0.013671875","-0.0654296875","-0.0654296875","-0.0654296875","-0.0205078125","-0.0205078125","-0.0205078125","-0.0458984375","-0.0458984375","-0.0458984375","-0.0732421875","-0.0732421875","-0.0732421875"
"82","0","0","0","-0.09765625","-0.09765625","-0.09765625","-0.1015625","-0.1015625","-0.1015625","-0.1015625","-0.1015625","-0.1015625","-0.1015625","-0.1015625","-0.1015625","-0.005859375","-0.005859375","-0.005859375","-0.0458984375","-0.0458984375","-0.0458984375","-0.015625","-0.015625","-0.015625","-0.0380859375","-0.0380859375","-0.0380859375","-0.0625","-0.0625","-0.0625"
"83","0.005859375","0.005859375","0.005859375","-0.078125","-0.078125","-0.078125","-0.083984375","-0.083984375","-0.083984375","-0.083984375","-0.083984375","-0.083984375","-0.083984375","-0.083984375","-0.083984375","-0.0185546875","-0.0185546875","-0.0185546875","-0.048828125","-0.048828125","-0.048828125","-0.021484375","-0.021484375","-0.021484375","-0.0380859375","-0.0380859375","-0.0380859375","-0.0576171875","-0.0576171875","-0.0576171875"
"84","-0.00390625","-0.00390625","-0.00390625","-0.0966796875","-0.0966796875","-0.0966796875","-0.0966796875","-0.0966796875","-0.0966796875","-0.0966796875","-0.0966796875","-0.0966796875","-0.0966796875","-0.0966796875","-0.0966796875","-0.0234375","-0.0234375","-0.0234375","-0.060546875","-0.060546875","-0.060546875","-0.0263671875","-0.0263671875","-0.0263671875","-0.05078125","-0.05078125","-0.05078125","-0.0693359375","-0.0693359375","-0.0693359375"
"85","-0.0029296875","-0.0029296875","-0.0029296875","-0.109375","-0.109375","-0.109375","-0.1142578125","-0.1142578125","-0.1142578125","-0.1142578125","-0.1142578125","-0.1142578125","-0.1142578125","-0.1142578125","-0.1142578125","-0.0068359375","-0.0068359375","-0.0068359375","-0.0634765625","-0.0634765625","-0.0634765625","-0.01953125","-0.01953125","-0.01953125","-0.0576171875","-0.0576171875","-0.0576171875","-0.0712890625","-0.0712890625","-0.0712890625"
"86","0.0048828125","0.0048828125","0.0048828125","-0.107421875","-0.107421875","-0.107421875","-0.1103515625","-0.1103515625","-0.1103515625","-0.1103515625","-0.1103515625","-0.1103515625","-0.1103515625","-0.1103515625","-0.1103515625","0.001953125","0.001953125","0.001953125","-0.056640625","-0.056640625","-0.056640625","-0.0205078125","-0.0205078125","-0.0205078125","-0.0478515625","-0.0478515625","-0.0478515625","-0.068359375","-0.068359375","-0.068359375"
"87","-0.0029296875","-0.0029296875","-0.0029296875","-0.125","-0.125","-0.125","-0.1259765625","-0.1259765625","-0.1259765625","-0.1259765625","-0.1259765625","-0.1259765625","-0.1259765625","-0.1259765625","-0.1259765625","-0.021484375","-0.021484375","-0.021484375","-0.0732421875","-0.0732421875","-0.0732421875","-0.021484375","-0.021484375","-0.021484375","-0.0576171875","-0.0576171875","-0.0576171875","-0.08203125","-0.08203125","-0.08203125"
"88","0.005859375","0.005859375","0.005859375","-0.1044921875","-0.1044921875","-0.1044921875","-0.10546875","-0.10546875","-0.10546875","-0.10546875","-0.10546875","-0.10546875","-0.10546875","-0.10546875","-0.10546875","-0.029296875","-0.029296875","-0.029296875","-0.072265625","-0.072265625","-0.072265625","-0.029296875","-0.029296875","-0.029296875","-0.052734375","-0.052734375","-0.052734375","-0.0654296875","-0.0654296875","-0.0654296875"
"89","-0.0048828125","-0.0048828125","-0.0048828125","-0.1083984375","-0.1083984375","-0.1083984375","-0.107421875","-0.107421875","-0.107421875","-0.107421875","-0.107421875","-0.107421875","-0.107421875","-0.107421875","-0.107421875","-0.01953125","-0.01953125","-0.01953125","-0.056640625","-0.056640625","-0.056640625","-0.0244140625","-0.0244140625","-0.0244140625","-0.048828125","-0.048828125","-0.048828125","-0.06640625","-0.06640625","-0.06640625"
"90","-0.0029296875","-0.0029296875","-0.0029296875","-0.1015625","-0.1015625","-0.1015625","-0.10546875","-0.10546875","-0.10546875","-0.10546875","-0.10546875","-0.10546875","-0.10546875","-0.10546875","-0.10546875","-0.0126953125","-0.0126953125","-0.0126953125","-0.05859375","-0.05859375","-0.05859375","-0.01953125","-0.01953125","-0.01953125","-0.0498046875","-0.0498046875","-0.0498046875","-0.06640625","-0.06640625","-0.06640625"
"91","0.001953125","0.001953125","0.001953125","-0.0869140625","-0.0869140625","-0.0869140625","-0.095703125","-0.095703125","-0.095703125","-0.095703125","-0.095703125","-0.095703125","-0.095703125","-0.095703125","-0.095703125","-0.015625","-0.015625","-0.015625","-0.068359375","-0.068359375","-0.068359375","-0.021484375","-0.021484375","-0.021484375","-0.056640625","-0.056640625","-0.056640625","-0.06640625","-0.06640625","-0.06640625"
"92","-0.0029296875","-0.0029296875","-0.0029296875","-0.08203125","-0.08203125","-0.08203125","-0.0810546875","-0.0810546875","-0.0810546875","-0.0810546875","-0.0810546875","-0.0810546875","-0.0810546875","-0.0810546875","-0.0810546875","-0.0107421875","-0.0107421875","-0.0107421875","-0.0595703125","-0.0595703125","-0.0595703125","-0.0107421875","-0.0107421875","-0.0107421875","-0.0380859375","-0.0380859375","-0.0380859375","-0.068359375","-0.068359375","-0.068359375"
"93","0.0087890625","0.0087890625","0.0087890625","-0.07421875","-0.07421875","-0.07421875","-0.0810546875","-0.0810546875","-0.0810546875","-0.0810546875","-0.0810546875","-0.0810546875","-0.0810546875","-0.0810546875","-0.0810546875","-0.00390625","-0.00390625","-0.00390625","-0.0517578125","-0.0517578125","-0.0517578125","-0.0029296875","-0.0029296875","-0.0029296875","-0.0302734375","-0.0302734375","-0.0302734375","-0.0498046875","-0.0498046875","-0.0498046875"
"94","-0.005859375","-0.005859375","-0.005859375","-0.1103515625","-0.1103515625","-0.1103515625","-0.1123046875","-0.1123046875","-0.1123046875","-0.1123046875","-0.1123046875","-0.1123046875","-0.1123046875","-0.1123046875","-0.1123046875","-0.025390625","-0.025390625","-0.025390625","-0.0712890625","-0.0712890625","-0.0712890625","-0.0283203125","-0.0283203125","-0.0283203125","-0.052734375","-0.052734375","-0.052734375","-0.076171875","-0.076171875","-0.076171875"
"95","-0.0068359375","-0.0068359375","-0.0068359375","-0.09375","-0.09375","-0.09375","-0.0947265625","-0.0947265625","-0.0947265625","-0.0947265625","-0.0947265625","-0.0947265625","-0.0947265625","-0.0947265625","-0.0947265625","-0.0126953125","-0.0126953125","-0.0126953125","-0.052734375","-0.052734375","-0.052734375","-0.025390625","-0.025390625","-0.025390625","-0.0439453125","-0.0439453125","-0.0439453125","-0.06640625","-0.06640625","-0.06640625"
"96","0.0009765625","0.0009765625","0.0009765625","-0.107421875","-0.107421875","-0.107421875","-0.1123046875","-0.1123046875","-0.1123046875","-0.1123046875","-0.1123046875","-0.1123046875","-0.1123046875","-0.1123046875","-0.1123046875","-0.013671875","-0.013671875","-0.013671875","-0.06640625","-0.06640625","-0.06640625","-0.021484375","-0.021484375","-0.021484375","-0.0419921875","-0.0419921875","-0.0419921875","-0.0751953125","-0.0751953125","-0.0751953125"
